/home/jsolorzano/work/kf_fastqs
/home/jsolorzano/work/kf_fastqs
Started analysis of PDAC200Tkf1_fwd.fq.gz
Started analysis of PDAC200Tkf1_rev.fq.gz
Started analysis of PDAC201T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC201T_F8-9kf1_rev.fq.gz
Started analysis of PDAC201Tkf1_fwd.fq.gz
Started analysis of PDAC201Tkf1_rev.fq.gz
Started analysis of PDAC202T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC202T_F8-9kf1_rev.fq.gz
Started analysis of PDAC202Tkf1_fwd.fq.gz
Started analysis of PDAC202Tkf1_rev.fq.gz
Started analysis of PDAC203T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC203T_F8-9kf1_rev.fq.gz
Started analysis of PDAC203Tkf1_fwd.fq.gz
Started analysis of PDAC203Tkf1_rev.fq.gz
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_rev.fq.gz'
[INFO   ]          fastqc : Found 108 reports
[INFO   ]         multiqc : Compressing plot data
[WARNING]         multiqc : Previous MultiQC output found! Adjusting filenames..
[WARNING]         multiqc : Use -f or --force to overwrite existing reports instead
[INFO   ]         multiqc : Report      : multiqc_report_1.html
[INFO   ]         multiqc : Data        : multiqc_data_1
[INFO   ]         multiqc : MultiQC complete
